,name,rating,reviews,cinfo
8629,RMS,3.8,77,Industrial Automation | 1-10 Employees | 35 years old | Newark +13 more
8630,Infodart Technologies,2.8,77,IT Services & Consulting | 201-500 Employees | 16 years old | Gurgaon/Gurugram +12 more
8631,Applied Solar Technologies India,3.8,77,Internet | 51-200 Employees | 15 years old | Noida +10 more
8632,Amalgamations Valeo Clutch,4.3,77,Auto Components | 501-1k Employees | 26 years old | Chennai +4 more
8633,Utsav Fashion,3.4,77,Internet | 201-500 Employees | 23 years old | Delhi/NCR +5 more
8634,Akorn,4.3,77,Pharma | 201-500 Employees | 52 years old | Lake Forest +6 more
8635,Patni Computer Systems,4.6,77,Consumer Electronics & Appliances | 51-200 Employees | 81 years old | Mumbai +13 more
8636,Commerce Pundit,3.8,77,IT Services & Consulting | 11-50 Employees | 14 years old | 2675 Breckinridge Blvd +4 more
8637,Fitkids Education and Training,3.2,77,Education & Training | 51-200 Employees | 14 years old | Bangalore +11 more
8638,Sai Construction,3.4,77,Engineering & Construction | 51-200 Employees | 28 years old | Gurgaon +22 more
8639,Centex Exports,3.3,77,Fashion & Textile | 201-500 Employees | 54 years old | Ludhiana +1 more
8640,Sobha Engineering Contracting,3.9,77,Engineering & Construction | 1k-5k Employees (Global) | 20 years old | Dubai +9 more
8641,Shriji Polymers,4.1,77,Packaging | 51-200 Employees | Public | 20 years old | Ujjain +7 more
8642,Calibrated Healthcare Systems,3.5,77,Healthcare | 51-200 Employees | 17 years old | Ontario +1 more
8643,Aravind Eye Hospital,4,77,Healthcare | 51-200 Employees | 47 years old | Madurai +14 more
8644,General Motors Technical Centre India,4.4,77,Engineering & Construction | 1k-5k Employees | 27 years old | Detroit +3 more
8645,Lazza Ice Creams,3.5,77,Food Processing | 1k-5k Employees | 51 years old | Cochin  +18 more
8646,Meena Bazaar,4.1,77,Fashion & Textile | 201-500 Employees | 53 years old | Gurgaon/Gurugram +12 more
8647,Ami Organics,3.8,77,Pharma | 201-500 Employees | Public | 16 years old | Surat +1 more
8648,Primetals Technologies,4.2,77,Industrial Machinery | 201-500 Employees | 8 years old | London +6 more
8649,Alps Industries,3.3,77,Fashion & Textile | 201-500 Employees | Public | 61 years old | Ghaziabad +7 more
8650,Jindal Stainless Steelway,3.7,77,Iron & Steel | 1k-5k Employees | 19 years old | Gurugram +13 more
8651,Chirayu Medical College & Hospital,4.1,77,Healthcare | 201-500 Employees | 12 years old | Bhopal +4 more
8652,Trn Energy,3.3,77,Power | 1k-5k Employees | 17 years old | Raipur +6 more
8653,Caterpillar Signs,3.6,77,Printing & Publishing | Ahmedabad +3 more
8654,Bundy India,4,77,Auto Components | 501-1k Employees | Gurgaon/Gurugram +9 more
8655,Poddar Tyres,3.9,77,Auto Components | 501-1k Employees | Public | 42 years old | Mumbai +13 more
8656,Bhavani Erectors,3.4,77,Engineering & Construction | 201-500 Employees | 38 years old | Kerala +17 more
8657,Laxmi India Finleasecap,4.3,77,51-200 Employees | 27 years old | Kolkata +30 more
8658,Besmak Components,3.9,77,Auto Components | 201-500 Employees | 29 years old | Kanchipuram +8 more
8659,Vardhman Acrylics,3.7,77,Fashion & Textile | 1k-5k Employees | Public | 33 years old | Bharuch +7 more
8660,Trinity Engineers,3.9,77,Automobile | 201-500 Employees | 50 years old | Pune +10 more
8661,Indovision Services,4,77,IT Services & Consulting | 11-50 Employees | 11 years old | Delhi/NCR +18 more
8662,Square Capital Advisory Services,3.1,77,NBFC | 51-200 Employees | 9 years old | Gurgaon +16 more
8663,ACCOUNTING FIRM,4.1,77,Accounting & Auditing | 51-200 Employees (Global) | New Delhi +33 more
8664,Encore Healthcare,3.7,77,Pharma | 51-200 Employees | 21 years old | Mumbai +9 more
8665,Sud Chemie,4.2,77,Chemicals | 501-1k Employees | 54 years old | New Delhi +4 more
8666,Techflow Engineers India,4.4,77,Iron & Steel | 201-500 Employees (Global) | 28 years old | Navi Mumbai +10 more
8667,Marwadi University,3.6,77,Education & Training | 201-500 Employees | 7 years old | Rajkot +4 more
8668,ALBANY MOLECULAR RESEARCH INC,4.6,77,Pharma | 201-500 Employees | 32 years old | Albany +4 more
8669,Epicu Agro Products,3.4,77,Food Processing | 201-500 Employees | Delhi +15 more
8670,ATPI,4,77,Travel & Tourism | 51-200 Employees | 21 years old | London +4 more
8671,L&T Power Development Limited,4.1,77,Power | 201-500 Employees | Mumbai +9 more
8672,Gvk Power & Infrastructure,4.1,77,Aviation | 1k-5k Employees | Public | 18 years old | Hyderabad/Secunderabad +12 more
8673,Iscon Balaji Foods,4.1,77,Food Processing | 201-500 Employees | 11 years old | Ahmedabad +12 more
8674,Mtg Learning Media,4.2,77,Printing & Publishing | 51-200 Employees | 41 years old | Gurugram +6 more
8675,The Walt Disney Company,4,77,Media & Entertainment | 5k-10k Employees | Forbes Global 2000 | 100 years old | Burbank +13 more
8676,Heureux Software Solutions,3.8,77,IT Services & Consulting | 11-50 Employees | 8 years old | Delhi/NCR +2 more
8677,Shreeji Infrastructure,3.5,77,Engineering & Construction | 1k-5k Employees | 24 years old | Jabalpur +17 more
8678,Detox Group,4,77,51-200 Employees | Surat +9 more
8679,CADS Software,3.7,77,IT Services & Consulting | 201-500 Employees | 27 years old | Chennai +3 more
8680,ICE Data Services,3.5,77,Financial Services | 501-1k Employees | Atlanta +1 more
8681,Cashfree Payments,3.5,77,FinTech | 501-1k Employees | Startup | 8 years old | Bangalore +3 more
8682,Privi Speciality Chemicals,3.4,77,Chemicals | 1k-5k Employees | Mahad +8 more
8683,Pactera Edge,3.8,77,IT Services & Consulting | 501-1k Employees | Hyderabad/Secunderabad
8684,Thar Worx,3.9,77,1k-5k Employees | Bengaluru/Bangalore +4 more
8685,Uni Cards,3.1,77,FinTech | 201-500 Employees | Startup | 3 years old | Bangalore +4 more
8686,Bluefield Technologies,4.7,77,IT Services & Consulting | 51-200 Employees | Bengaluru/Bangalore +2 more
8687,Brickwork India,3.5,76,Financial Services | 201-500 Employees | 18 years old | Bangalore/Bengaluru +2 more
8688,Infoicon Technologies,4.3,76,IT Services & Consulting | 201-500 Employees | 18 years old | Noida
8689,LKP Securities,4,76,Financial Services | 501-1k Employees | Public | 75 years old | Mumbai +13 more
8690,Outline Systems,3.6,76,IT Services & Consulting | 1k-5k Employees | 18 years old | Chandigarh +3 more
8691,Sutures India,3.4,76,Medical Equipment | 201-500 Employees | 31 years old | Bangalore +19 more
8692,JSS Medical Research,3.6,76,Clinical Research | 201-500 Employees | 38 years old | Saint-Laurent +12 more
8693,InfinityLabs,3.1,76,IT Services & Consulting | 201-500 Employees | 9 years old | Pune +9 more
8694,SecureNow Insurance Broker,3.3,76,Insurance | 51-200 Employees | 12 years old | Delhi +6 more
8695,Verificient Technologies,3.4,76,Emerging Technologies | 51-200 Employees | New York +1 more
8696,Multi Commodity Exchange of India,3.4,76,Financial Services | 201-500 Employees | Public | 20 years old | Mumbai +7 more
8697,Miric Biotech,1.9,76,Healthcare | 1-10 Employees | 23 years old | Delhi/NCR +17 more
8698,Futures First info Services,3.8,76,Financial Services | 201-500 Employees | 21 years old | Gurgaon +7 more
8699,Omnicom Media Group,3.5,76,Marketing & Advertising | 51-200 Employees | 50 years old | New York +7 more
8700,V2soft,3.9,76,IT Services & Consulting | 51-200 Employees | 25 years old | Bloomfield Hills +4 more
8701,Moolya Software Testing,4,76,IT Services & Consulting | 501-1k Employees | 13 years old | Bengaluru/Bangalore +5 more
8702,RDM India,3.2,76,Aviation | 501-1k Employees | 31 years old | New Delhi +4 more
8703,Asian Colour Coated Ispat,4,76,Metals & Mining | 51-200 Employees | 18 years old | Gurugram +9 more
8704,Vishal Enterprises,3.8,76,Fashion & Textile | 10k-50k Employees | Public | 39 years old | New Delhi +22 more
8705,Rivoli Group,3.3,76,Retail | 1k-5k Employees | 35 years old | Dubai +5 more
8706,Saint-Gobain Weber,3.8,76,Engineering & Construction | 1k-5k Employees | Mumbai +17 more
8707,UCC,4.5,76,Engineering & Construction | 5k-10k Employees (Global) | 12 years old | Lusail +15 more
8708,Raja Software Labs,3.4,76,IT Services & Consulting | 201-500 Employees | 16 years old | Sunnyvale +1 more
8709,Tricon Infotech,3.9,76,IT Services & Consulting | 201-500 Employees | 26 years old | Bangalore/Bengaluru +3 more
8710,Coviam,4.3,76,IT Services & Consulting | 51-200 Employees | 8 years old | Bangalore/Bengaluru +4 more
8711,REVA University,3.7,76,Education & Training | 1k-5k Employees | 19 years old | Bengaluru +2 more
8712,Govt of Karnataka,4,76,Government | 1 Lakh+ Employees (Global) | Public | 67 years old | Bengaluru +18 more
8713,Opus Software Solutions,3.7,76,Pune +6 more
8714,GSS Infotech,3.6,76,IT Services & Consulting | 51-200 Employees | Public | 24 years old | Hyderabad/Secunderabad +7 more
8715,DDF Consultants,4,76,Healthcare | 201-500 Employees | 15 years old | New Delhi +10 more
8716,Banas Dairy,3.9,76,Food Processing | 1k-5k Employees | 54 years old | Palanpur +11 more
8717,Accord Software & Systems,3.8,76,Software Product | 201-500 Employees | 32 years old | Bangalore/Bengaluru +3 more
8718,Vatsal Technosoft,4.3,76,IT Services & Consulting | 1k-5k Employees | 15 years old | Ahmedabad +6 more
8719,Aggreko,4.4,76,Power | 51-200 Employees | 61 years old | Glasgow +16 more
8720,Vishal Enterprises,3.8,76,Fashion & Textile | 10k-50k Employees | Public | 39 years old | New Delhi +22 more
8721,Multi Commodity Exchange of India,3.4,76,Financial Services | 201-500 Employees | Public | 20 years old | Mumbai +7 more
8722,Raja Software Labs,3.4,76,IT Services & Consulting | 201-500 Employees | 16 years old | Sunnyvale +1 more
8723,Miric Biotech,1.9,76,Healthcare | 1-10 Employees | 23 years old | Delhi/NCR +17 more
8724,Verificient Technologies,3.4,76,Emerging Technologies | 51-200 Employees | New York +1 more
8725,Rivoli Group,3.3,76,Retail | 1k-5k Employees | 35 years old | Dubai +5 more
8726,NeST Information Technologies,4.4,76,IT Services & Consulting | 501-1k Employees | 25 years old | Kochi/Cochin +4 more
8727,Signals & Systems (India) Private Limited,4,76,Electronics Manufacturing | 51-200 Employees | 28 years old | Chennai +10 more
8728,Ghaziabad Precision Products,3.6,76,Automobile | 501-1k Employees | 35 years old | Ghaziabad +6 more
8729,Meditrina Hospital,3.4,76,Healthcare | 51-200 Employees | 14 years old | Kollam +14 more
8730,REVA University,3.7,76,Education & Training | 1k-5k Employees | 19 years old | Bengaluru +2 more
8731,BESIX,4.3,76,Engineering & Construction | 114 years old | Woluwe-Saint-Lambert +7 more
8732,Mody University Science Technology,3.4,76,Education & Training | 51-200 Employees | 25 years old | Lakshmangarh +7 more
8733,Pyramid E Services,3.8,76,Education & Training | 11-50 Employees | 18 years old | New Delhi +12 more
8734,Oswal Woollen Mills,3.9,76,Fashion & Textile | 1k-5k Employees | Public | 74 years old | Ludhiana +6 more
8735,Daksh eServices,3.4,76,BPO | 501-1k Employees | Gurgaon/Gurugram +9 more
8736,Sharadha Terry Products,3.6,76,Fashion & Textile | 1k-5k Employees | 31 years old | Coimbatore +8 more
8737,Minda Silca Engineering,4,76,Industrial Automation | 501-1k Employees | 17 years old | Greater Noida +2 more
8738,Bafna Motors,3.9,76,Automobile | 201-500 Employees | Conglomerate | 67 years old | Navi Mumbai +12 more
8739,Acro Paints,3.5,76,Building Material | 201-500 Employees | Public | 34 years old | New Delhi +11 more
8740,Storia Foods,3.2,76,Beverage | 201-500 Employees | 7 years old | Mumbai +23 more
8741,Savvysoft Technologies,4.3,76,Recruitment | 201-500 Employees | 24 years old | Chicago +4 more
8742,Simple Logic IT,4.6,76,IT Services & Consulting | 201-500 Employees | 14 years old | Mumbai +1 more
8743,Vikram Hospital,4,76,Healthcare | 501-1k Employees | 14 years old | Bangalore +5 more
8744,Minda Vast Access Systems,4,76,Law Enforcement & Security | 51-200 Employees | 8 years old | Pune +2 more
8745,Ukay Metal Industries,3.9,76,Metals & Mining | 501-1k Employees | 35 years old | Nasik +5 more
8746,Vasu Healthcare,4.1,76,Healthcare | 51-200 Employees | 43 years old | Vadodara/Baroda +13 more
8747,Mahindra Aerospace,3.7,76,Defence & Aerospace | 201-500 Employees | 13 years old | Bangalore +7 more
8748,Komal Tex Fab,3.3,76,Fashion & Textile | 51-200 Employees | 42 years old | Ahmedabad +3 more
8749,Pyramid E Services,3.8,76,Education & Training | 11-50 Employees | 18 years old | New Delhi +12 more
8750,Oswal Woollen Mills,3.9,76,Fashion & Textile | 1k-5k Employees | Public | 74 years old | Ludhiana +6 more
8751,PETROJET,3.4,76,Engineering & Construction | 10k-50k Employees (Global) | 48 years old | Cairo +11 more
8752,Reserve Bank Information Technology,3.7,76,IT Services & Consulting | 201-500 Employees | 7 years old | Navi Mumbai +4 more
8753,Kifs Housing Finance,3.7,76,Financial Services | 51-200 Employees | 8 years old | Ahmedabad +33 more
8754,SHRI LAKSHMI STEEL SUPPLIERS,3.5,76,Iron & Steel | 501-1k Employees | 37 years old | Bangalore/Bengaluru +11 more
8755,Unipath Specialty Laboratory,4.2,76,Healthcare | 51-200 Employees | 14 years old | Kolkata +17 more
8756,Orbit Techsol,3.6,76,IT Services & Consulting | 51-200 Employees | 30 years old | Delhi +9 more
8757,Apicore Pharmaceuticals,3.8,76,Pharma | 51-200 Employees | 17 years old | Vadodara +3 more
8758,Digital Academy 360,4.7,76,Education & Training | 201-500 Employees | 8 years old | Bangalore/Bengaluru +6 more
8759,Br.CAT International,3.7,76,Oil & Gas | 10k-50k Employees (Global) | 86 years old | Al Khobar +4 more
8760,Coviam,4.3,76,IT Services & Consulting | 51-200 Employees | 8 years old | Bangalore/Bengaluru +4 more
8761,Prabha Industries,3.7,76,Chemicals | 53 years old | Chennai +9 more
8762,Jawaharlal Nehru Medical College,4,76,Education & Training | 201-500 Employees (Global) | 58 years old | Ajmer +12 more
8763,MNC AUTOMATION,4.2,76,Industrial Automation | 1-10 Employees | 27 years old | Noida +25 more
8764,Storia Foods,3.2,76,Beverage | 201-500 Employees | 7 years old | Mumbai +23 more
8765,Maiyas Beverages Foods,3.3,76,FMCG | 201-500 Employees | 35 years old | Bengaluru +11 more
8766,Zydus Pharma,3.8,76,Pharma | 5k-10k Employees | Mumbai +17 more
8767,DULSCO,4.1,76,Recruitment | 501-1k Employees (Global) | 88 years old | Dubai +8 more
8768,Kruger Ventilation Industries,3.5,76,Industrial Machinery | 201-500 Employees | 38 years old | Singapore +9 more
8769,Ukay Metal Industries,3.9,76,Metals & Mining | 501-1k Employees | 35 years old | Nasik +5 more
8770,Vasu Healthcare,4.1,76,Healthcare | 51-200 Employees | 43 years old | Vadodara/Baroda +13 more
8771,Mahindra Aerospace,3.7,76,Defence & Aerospace | 201-500 Employees | 13 years old | Bangalore +7 more
8772,Egon Zehnder International,4,76,Management Consulting | 501-1k Employees | 59 years old | Zurich +1 more
8773,UCC,4.5,76,Engineering & Construction | 5k-10k Employees (Global) | 12 years old | Lusail +15 more
8774,Simple Logic IT,4.6,76,IT Services & Consulting | 201-500 Employees | 14 years old | Mumbai +1 more
8775,Minda Vast Access Systems,4,76,Law Enforcement & Security | 51-200 Employees | 8 years old | Pune +2 more
8776,Vikram Hospital,4,76,Healthcare | 501-1k Employees | 14 years old | Bangalore +5 more
8777,JSS Medical Research,3.6,76,Clinical Research | 201-500 Employees | 38 years old | Saint-Laurent +12 more
8778,The Oman Construction Co. LLC (TOCO),3.9,76,Oil & Gas | 1k-5k Employees (Global) | 58 years old | Muscat +5 more
8779,Paramount,3,76,IT Services & Consulting | 501-1k Employees | Jalandhar +21 more
8780,One Point Solutions,2.9,76,Gurgaon/Gurugram +8 more
8781,Gvk Emri Up,3.4,76,Non-Profit | 12 years old | Secunderabad +10 more
8782,Affordplan,2.8,76,Internet | 201-500 Employees | Startup | 7 years old | Delhi +13 more
8783,Oasis Partners Asia,3.9,76,5k-10k Employees | Mumbai +41 more
8784,Diversey India Hygiene,3.7,76,201-500 Employees | 103 years old | Mumbai +16 more
8785,Sarla Advantech,4,76,Engineering & Construction | 201-500 Employees | 24 years old | Navi Mumbai +7 more
8786,Rishi FIBC Solutions,3.8,76,Packaging | 1k-5k Employees | 16 years old | Vadodara +5 more
8787,Sartorius Stedim India,4,76,Biotechnology | 501-1k Employees | 32 years old | Goettingen +7 more
8788,Mcpi,3.9,76,Chemicals | 501-1k Employees | 26 years old | Kolkata +2 more
8789,Superon Schweisstechnik India,3.7,76,Electronics Manufacturing | 51-200 Employees | Public | 29 years old | Gurgaon +5 more
8790,SJS Enterprises,3.9,76,Auto Components | 201-500 Employees | 36 years old | Bengaluru +5 more
8791,Injectoplast,3.8,76,Auto Components | 201-500 Employees | 35 years old | Kanpur +3 more
8792,Gia India Laboratory,4.1,76,Jewellery | 51-200 Employees | 92 years old | Mumbai +4 more
8793,Unique Infra Engineering,3.5,76,Engineering & Construction | 51-200 Employees | 24 years old | Udaipur +21 more
8794,Smartchem Technologies,3.8,76,Agro Chemicals | 51-200 Employees | Public | 36 years old | Pune +20 more
8795,Capline Services,3.3,76,Healthcare | 201-500 Employees | 7 years old | Noida +2 more
8796,MNC AUTOMATION,4.2,76,Industrial Automation | 1-10 Employees | 27 years old | Noida +25 more
8797,Prabha Industries,3.7,76,Chemicals | 53 years old | Chennai +9 more
8798,Jawaharlal Nehru Medical College,4,76,Education & Training | 201-500 Employees (Global) | 58 years old | Ajmer +12 more
8799,BESIX,4.3,76,Engineering & Construction | 114 years old | Woluwe-Saint-Lambert +7 more
8800,Capline Services,3.3,76,Healthcare | 201-500 Employees | 7 years old | Noida +2 more
8801,Unique Infra Engineering,3.5,76,Engineering & Construction | 51-200 Employees | 24 years old | Udaipur +21 more
8802,Digital Academy 360,4.7,76,Education & Training | 201-500 Employees | 8 years old | Bangalore/Bengaluru +6 more
8803,SHRI LAKSHMI STEEL SUPPLIERS,3.5,76,Iron & Steel | 501-1k Employees | 37 years old | Bangalore/Bengaluru +11 more
8804,Kifs Housing Finance,3.7,76,Financial Services | 51-200 Employees | 8 years old | Ahmedabad +33 more
8805,Unipath Specialty Laboratory,4.2,76,Healthcare | 51-200 Employees | 14 years old | Kolkata +17 more
8806,Apollo 247,3.1,76,501-1k Employees | Gurgaon/Gurugram +8 more
8807,Ginesys,3.6,76,201-500 Employees | 17 years old | Gurgaon +5 more
8808,Lizmontagens India,4.2,75,51-200 Employees | Mumbai +8 more
8809,Digamber Finance,3.9,75,Financial Services | 10k-50k Employees | Jaipur +20 more
8810,Digikredit Finance,4,75,FinTech | 51-200 Employees | 9 years old | Mumbai +16 more
8811,WPP,3.7,75,Marketing & Advertising | 501-1k Employees | Forbes Global 2000 | 38 years old | London +5 more
8812,Thoughtsol Infotech,4.3,75,IT Services & Consulting | 51-200 Employees | 9 years old | New Delhi +3 more
8813,Jspiders,4.1,75,Education & Training | 11-50 Employees (Global) | Bengaluru +6 more
8814,Aloft Hotels,3.6,75,Hospitality | 1-10 Employees | 16 years old | Bangalore +10 more
8815,RS India Group,3.9,75,51-200 Employees | Noida +17 more
8816,Rubicon Skill Development,2.2,75,EdTech | 51-200 Employees | 6 years old | Pune +2 more
8817,ADNOC Distribution,3.7,75,Oil & Gas | 201-500 Employees | 50 years old | Dubai +9 more
8818,Chqbook.com,3.3,75,Financial Services | 51-200 Employees | Startup | 6 years old | Gurgaon +11 more
8819,Captain Steel,4,75,Iron & Steel | 51-200 Employees | Kolkata +17 more
8820,ROCKWOOL,3.5,75,Building Material | 51-200 Employees | 36 years old | Hyderabad +5 more
8821,Kintetsu World Express,4,75,Logistics | 201-500 Employees | 26 years old | Tokyo +20 more
8822,INFAC,3.5,75,Auto Components | 54 years old | Songpa-gu +3 more
8823,Sanathan Textiles,4.3,75,Fashion & Textile | 201-500 Employees | 22 years old | Mumbai +5 more
8824,Rabwin Industries,3.6,75,Industrial Machinery | 11-50 Employees | 24 years old | Coimbatore
8825,Alacrity Ecommerce Solutions Private Limited,3.6,75,IT Services & Consulting | 201-500 Employees | 13 years old | Nagpur
8826,Royal Cyber,3.9,75,IT Services & Consulting | 201-500 Employees | 10 years old | Naperville +5 more
8827,Government of Gujarat,3.8,75,Government | 11-50 Employees | Public | 63 years old | Gandhinagar +22 more
8828,SRIT,3.5,75,IT Services & Consulting | 501-1k Employees | 24 years old | Bangalore/Bengaluru +16 more
8829,Arteria Technologies,2.4,75,Software Product | 201-500 Employees | 16 years old | Bangalore/Bengaluru +3 more
8830,Textronics Design Systems,2.2,75,IT Services & Consulting | 51-200 Employees | 33 years old | Navi Mumbai +1 more
8831,Intec Infra-Technologies,3.6,75,Architecture & Interior Design | 51-200 Employees | 27 years old | Gurgaon/Gurugram +1 more
8832,Click Labs,3.5,75,IT Services & Consulting | 201-500 Employees | 12 years old | Chandigarh +4 more
8833,Assystem,3.6,75,1k-5k Employees | 29 years old | Paris +12 more
8834,Mettl,4,75,Internet | 501-1k Employees | 14 years old | Gurgaon +5 more
8835,Etech,3.9,75,BPO | 1k-5k Employees | 26 years old | Nacogdoches +7 more
8836,Formel D,3.8,75,Auto Components | 201-500 Employees | 30 years old | Troisdorf +8 more
8837,Brahmaputra Cracker and Polymer,4.6,75,501-1k Employees | 16 years old | Guwahati +9 more
8838,Zee News,4.2,75,Broadcasting | 10k-50k Employees | Public | 24 years old | Noida +11 more
8839,Johari Digital Healthcare,3.4,75,Healthcare | 51-200 Employees | Public | 44 years old | Jodhpur +2 more
8840,Servosys Solutions,3.1,75,Financial Services | 51-200 Employees | 11 years old | Gurgaon +5 more
8841,INFAC,3.5,75,Auto Components | 54 years old | Songpa-gu +3 more
8842,Rabwin Industries,3.6,75,Industrial Machinery | 11-50 Employees | 24 years old | Coimbatore
8843,Apeejay Surrendra Group,4.1,75,FMCG | 10k-50k Employees | Conglomerate | 113 years old | Kolkata +12 more
8844,Gsp Power Projects,4,75,Electronics Manufacturing | 51-200 Employees | 28 years old | New Delhi +24 more
8845,TUV Rheinland Group,4,75,Law Enforcement & Security | 10k-50k Employees (Global) | 151 years old | Cologne +22 more
8846,Tyco International,4.3,75,Law Enforcement & Security | 50k-1 Lakh Employees (Global) | 63 years old | New Jersey +17 more
8847,Dexters Logistics,3.5,75,Logistics | 51-200 Employees | 13 years old | Pune +20 more
8848,North West Carrying Co.,3.9,75,Logistics | 10k-50k Employees | 25 years old | Gurgaon/Gurugram +20 more
8849,Anvil Cables,4,75,Semiconductors | 201-500 Employees | 14 years old | Kolkata +15 more
8850,Apeejay School,3.4,75,Education & Training | New Delhi +8 more
8851,Jaipur Vidyut Vitran Nigam,3.8,75,Government | 11-50 Employees | State | Jaipur +13 more
8852,CREW(P)LTD,4.1,75,Industrial Machinery | 10k-50k Employees | 39 years old | Chennai +11 more
8853,Usha Fire Safety Equipments,3.6,75,Industrial Machinery | 51-200 Employees | 35 years old | Chennai +14 more
8854,Cp Aquaculture,4.3,75,Agriculture | 501-1k Employees | 29 years old | Chennai +12 more
8855,Teamglobal Logistics,3.9,75,Logistics | 201-500 Employees | 18 years old | Mumbai +13 more
8856,NSHM Knowledge Campus,3.5,75,Education & Training | 51-200 Employees | 27 years old | Kolkata +2 more
8857,JSM Corporation,3.3,75,Hospitality | 201-500 Employees | 19 years old | Mumbai +11 more
8858,Formel D,3.8,75,Auto Components | 201-500 Employees | 30 years old | Troisdorf +8 more
8859,Vritti Solutions,3.6,75,IT Services & Consulting | 201-500 Employees | Public | 18 years old | Pune +11 more
8860,Dezire Research,4.4,75,Investment Banking / Venture Capital / Private Equity | 51-200 Employees | 7 years old | Indore +1 more
8861,Thoughtsol Infotech,4.3,75,IT Services & Consulting | 51-200 Employees | 9 years old | New Delhi +3 more
8862,Jspiders,4.1,75,Education & Training | 11-50 Employees (Global) | Bengaluru +6 more
8863,Tata Steel Mining,4,75,Metals & Mining | 201-500 Employees | 19 years old | Bhubaneswar +16 more
8864,SPJ group,2.5,75,FMCG | 11-50 Employees | 61 years old | New Delhi +8 more
8865,BG LIIN Electrical,3.6,75,51-200 Employees | 24 years old | Aurangabad +3 more
8866,Chryso,3.9,75,Building Material | 51-200 Employees | 81 years old | Navi Mumbai +15 more
8867,Believers Church Medical College Hospital,4.2,75,Healthcare | 501-1k Employees | 9 years old | Thiruvalla +3 more
8868,CREW(P)LTD,4.1,75,Industrial Machinery | 10k-50k Employees | 39 years old | Chennai +11 more
8869,Dexters Logistics,3.5,75,Logistics | 51-200 Employees | 13 years old | Pune +20 more
8870,S10 Healthcare Solutions,3.7,75,Fitness & Wellness | 201-500 Employees | 10 years old | Chennai +4 more
8871,Model Infra Corporation,3.2,75,Engineering & Construction | 1k-5k Employees | 23 years old | Bengaluru +7 more
8872,Tyco International,4.3,75,Law Enforcement & Security | 50k-1 Lakh Employees (Global) | 63 years old | New Jersey +17 more
8873,Grecian Super Specialty Hospital,2.6,75,Healthcare | 11-50 Employees | 17 years old | Mohali +3 more
8874,Aqua Group,4.3,75,Industrial Machinery | 501-1k Employees | 67 years old | Coimbatore +8 more
8875,RS India Group,3.9,75,51-200 Employees | Noida +17 more
8876,Lizmontagens India,4.2,75,51-200 Employees | Mumbai +8 more
8877,WPP,3.7,75,Marketing & Advertising | 501-1k Employees | Forbes Global 2000 | 38 years old | London +5 more
8878,Digamber Finance,3.9,75,Financial Services | 10k-50k Employees | Jaipur +20 more
8879,Digikredit Finance,4,75,FinTech | 51-200 Employees | 9 years old | Mumbai +16 more
8880,Rubicon Skill Development,2.2,75,EdTech | 51-200 Employees | 6 years old | Pune +2 more
8881,CLIRNet,3.3,75,Internet | 51-200 Employees | Startup | 8 years old | Mumbai +1 more
8882,Aloft Hotels,3.6,75,Hospitality | 1-10 Employees | 16 years old | Bangalore +10 more
8883,Local Company,3.9,75,Real Estate | 501-1k Employees | Kolkata +33 more
8884,Scott Edil Pharmacia,3.4,75,Pharma | 51-200 Employees | Public | 27 years old | Chandigarh +2 more
8885,Krishna Ishizaki Auto,4.1,75,Automobile | 51-200 Employees | 14 years old | Gurgaon +6 more
8886,Lifcare Pharmacy,4,75,Pharma | 51-200 Employees | 8 years old | Noida +7 more
8887,SATTRIX Information Security,2.7,75,IT Services & Consulting | 51-200 Employees | 10 years old | Ahmedabad +8 more
8888,Mechanical Contracting and Services Company,3.8,75,Engineering & Construction | 1k-5k Employees (Global) | 51 years old | Manama +5 more
8889,Blue Rose Publishers,4.1,75,Printing & Publishing | 51-200 Employees | Noida +2 more
8890,Decorpot,3.3,75,Architecture & Interior Design | 201-500 Employees | 8 years old | Bengaluru/Bangalore +5 more
8891,Virgo Group,3.9,75,1k-5k Employees | 30 years old | Chandigarh +23 more
8892,Sietz Technologies,4.1,75,Auto Components | 201-500 Employees | 26 years old | Faridabad +4 more
8893,Apeejay Surrendra Group,4.1,75,FMCG | 10k-50k Employees | Conglomerate | 113 years old | Kolkata +12 more
8894,Srmb Steel,3.3,75,Iron & Steel | 501-1k Employees | 72 years old | Kolkata +16 more
8895,Jaipur Vidyut Vitran Nigam,3.8,75,Government | 11-50 Employees | State | Jaipur +13 more
8896,Anvil Cables,4,75,Semiconductors | 201-500 Employees | 14 years old | Kolkata +15 more
8897,Apeejay School,3.4,75,Education & Training | New Delhi +8 more
8898,Gsp Power Projects,4,75,Electronics Manufacturing | 51-200 Employees | 28 years old | New Delhi +24 more
8899,ADNOC Distribution,3.7,75,Oil & Gas | 201-500 Employees | 50 years old | Dubai +9 more
8900,Chqbook.com,3.3,75,Financial Services | 51-200 Employees | Startup | 6 years old | Gurgaon +11 more
8901,Captain Steel,4,75,Iron & Steel | 51-200 Employees | Kolkata +17 more
8902,Intello Labs Pvt Ltd,3.4,75,IT Services & Consulting | 51-200 Employees | 7 years old | Gurgaon +9 more
8903,Hsbc bank Hdpi,4.1,75,Hyderabad/Secunderabad +8 more
8904,Q Tech Microelectronics India,3.4,75,10k-50k Employees | Greater Noida +2 more
